antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'SF_C', 'SEP_30', 'SEP_10'})","frozenset({'SEP_60', 'SEP_100'})",0.07917888563049853,0.34017595307917886,0.02932551319648094,0.3703703703703704,1.0887611749680717,0.002390760313378801,1.0479558392271868,0.08853503184713386
"frozenset({'SF_C', 'SEP_60', 'SEP_30'})","frozenset({'SEP_100', 'SEP_10'})",0.04105571847507331,0.34017595307917886,0.02932551319648094,0.7142857142857144,2.099753694581281,0.015359345034872424,2.3093841642228754,0.5461773700305811
"frozenset({'SF_C', 'SEP_60', 'SEP_10'})","frozenset({'SEP_100', 'SEP_30'})",0.04105571847507331,0.34017595307917886,0.02932551319648094,0.7142857142857144,2.099753694581281,0.015359345034872424,2.3093841642228754,0.5461773700305811
"frozenset({'SF_C', 'SEP_100'})","frozenset({'SEP_60', 'SEP_30', 'SEP_10'})",0.02932551319648094,0.4809384164222874,0.02932551319648094,1.0,2.0792682926829267,0.015221747318994505,inf,0.5347432024169184
"frozenset({'SF_C', 'SEP_30'})","frozenset({'SEP_60', 'SEP_100', 'SEP_10'})",0.07917888563049853,0.34017595307917886,0.02932551319648094,0.3703703703703704,1.0887611749680717,0.002390760313378801,1.0479558392271868,0.08853503184713386
"frozenset({'SF_C', 'SEP_60'})","frozenset({'SEP_100', 'SEP_30', 'SEP_10'})",0.04105571847507331,0.34017595307917886,0.02932551319648094,0.7142857142857144,2.099753694581281,0.015359345034872424,2.3093841642228754,0.5461773700305811
"frozenset({'CME', 'SEP_30', 'SF_M', 'SEP_10'})",frozenset({'SEP_60'}),0.1466275659824047,0.4809384164222874,0.10557184750733138,0.72,1.4970731707317073,0.03505301811989921,1.8537913699204018,0.3890798014509354
"frozenset({'SEP_60', 'CME', 'SEP_30', 'SF_M'})",frozenset({'SEP_10'}),0.10557184750733138,0.8973607038123167,0.10557184750733138,1.0,1.1143790849673203,0.01083582012538592,inf,0.11475409836065574
"frozenset({'SEP_60', 'CME', 'SEP_10', 'SF_M'})",frozenset({'SEP_30'}),0.10557184750733138,0.6510263929618768,0.10557184750733138,1.0,1.5360360360360361,0.036841788426312125,inf,0.3901639344262295
"frozenset({'CME', 'SEP_30', 'SF_M'})","frozenset({'SEP_60', 'SEP_10'})",0.1466275659824047,0.4809384164222874,0.10557184750733138,0.72,1.4970731707317073,0.03505301811989921,1.8537913699204018,0.3890798014509354
"frozenset({'CME', 'SEP_10', 'SF_M'})","frozenset({'SEP_60', 'SEP_30'})",0.20234604105571846,0.4809384164222874,0.10557184750733138,0.5217391304347827,1.0848356309650056,0.008255862952674997,1.0853105838443085,0.09803921568627465
"frozenset({'SEP_60', 'CME', 'SF_M'})","frozenset({'SEP_30', 'SEP_10'})",0.10557184750733138,0.6510263929618768,0.10557184750733138,1.0,1.5360360360360361,0.036841788426312125,inf,0.3901639344262295
